,classname,confidence,edges,mutation
996,Einmalige Vorfahrt,0.92408752,27,1.8
997,Verbot für Fahrzeuge aller Art,0.664563,27,1.85
998,Verbot für Fahrzeuge aller Art,0.9953649,27,1.9
999,Rechts vorbei,0.91324031,27,1.95
1000,Ende aller Streckenverbote,0.94900841,28,0.0
1001,Ende aller Streckenverbote,0.88431543,28,0.05
1002,Ende aller Streckenverbote,0.88793522,28,0.1
1003,Ende aller Streckenverbote,0.97305501,28,0.15
1004,Ende aller Streckenverbote,0.74926198,28,0.2
1005,Ende aller Streckenverbote,0.98129499,28,0.25
1006,Ende aller Streckenverbote,0.71757412,28,0.3
1007,Ende aller Streckenverbote,0.65142745,28,0.35
1008,Rechts vorbei,0.48219728,28,0.4
1009,Verbot für Fahrzeuge aller Art,0.45268467,28,0.45
1010,Ende aller Streckenverbote,0.5511896,28,0.5
1011,Rechts vorbei,0.55630529,28,0.55
1012,Vorfahrt,0.72222692,28,0.6
1013,Vorfahrt gewähren,0.90558952,28,0.65
1014,Vorfahrt,0.57222551,28,0.7
1015,Ende aller Streckenverbote,0.39938533,28,0.75
1016,Verbot für Fahrzeuge aller Art,0.54121751,28,0.8
1017,Verbot für Fahrzeuge aller Art,0.66645259,28,0.85
1018,Ausschließlich rechts,0.58087254,28,0.9
1019,Verbot für Fahrzeuge aller Art,0.68511999,28,0.95
1020,Vorfahrt,0.96730119,28,1.0
1021,Zulässige Höchstgeschwindigkeit (70),0.8894394,28,1.05
1022,Vorfahrt gewähren,0.8994388,28,1.1
1023,Rechts vorbei,0.87557048,28,1.15
1024,Vorfahrt gewähren,0.99820244,28,1.2
1025,Vorfahrt gewähren,0.9996013,28,1.25
1026,Vorfahrt gewähren,0.99999976,28,1.3
1027,Baustelle,0.99341959,28,1.35
1028,Ausschließlich rechts,0.33658734,28,1.4
1029,Vorfahrt gewähren,0.83863354,28,1.45
1030,Vorfahrt gewähren,0.99964118,28,1.5
1031,Zulässige Höchstgeschwindigkeit (50),0.17699359,28,1.55
1032,Verbot für Fahrzeuge aller Art,0.95215076,28,1.6
1033,Baustelle,0.75459361,28,1.65
1034,Verbot für Fahrzeuge aller Art,0.98207241,28,1.7
1035,Verbot der Einfahrt,0.99999988,28,1.75
1036,Vorfahrt gewähren,0.79871023,28,1.8
1037,Zulässige Höchstgeschwindigkeit (30),0.98749232,28,1.85
1038,Vorfahrt gewähren,0.20943698,28,1.9
1039,Baustelle,0.99993074,28,1.95
1040,Ende aller Streckenverbote,0.89314908,29,0.0
1041,Ende aller Streckenverbote,0.92550552,29,0.05
1042,Ende aller Streckenverbote,0.85141999,29,0.1
1043,Ende aller Streckenverbote,0.77863878,29,0.15
1044,Ende aller Streckenverbote,0.24559702,29,0.2
1045,Ende aller Streckenverbote,0.93673468,29,0.25
1046,Vorfahrt,0.88504148,29,0.3
1047,Vorfahrt,0.47045201,29,0.35
1048,Vorfahrt gewähren,0.6243757,29,0.4
1049,Ende aller Streckenverbote,0.80622113,29,0.45
1050,Ausschließlich rechts,0.78689831,29,0.5
1051,Vorfahrt gewähren,0.3162815,29,0.55
1052,Ende aller Streckenverbote,0.93449247,29,0.6
1053,Vorfahrt,0.89528018,29,0.65
1054,Rechts vorbei,0.65971571,29,0.7
1055,Verbot für Fahrzeuge aller Art,0.51123035,29,0.75
1056,Vorfahrt gewähren,0.83182234,29,0.8
1057,Vorfahrt,0.68795007,29,0.85
1058,Baustelle,0.94708323,29,0.9
1059,Verbot für Fahrzeuge aller Art,0.71148854,29,0.95
1060,Verbot für Fahrzeuge aller Art,0.86130327,29,1.0
1061,Vorfahrt gewähren,0.47077346,29,1.05
1062,Ausschließlich rechts,0.76617736,29,1.1
1063,Verbot für Fahrzeuge aller Art,0.97385693,29,1.15
1064,Vorfahrt gewähren,0.883035,29,1.2
1065,Vorfahrt gewähren,0.97842652,29,1.25
1066,Zulässige Höchstgeschwindigkeit (70),0.71066546,29,1.3
1067,Rechts vorbei,0.8821646,29,1.35
1068,Vorfahrt gewähren,0.64699894,29,1.4
1069,Vorfahrt gewähren,0.8344664,29,1.45
1070,Rechts vorbei,0.18858127,29,1.5
1071,Unebene Fahrbahn,0.4069109,29,1.55
1072,Rechts vorbei,0.31107274,29,1.6
1073,Doppelkurve (zunächst links),0.15586719,29,1.65
1074,Zulässige Höchstgeschwindigkeit (70),0.94282585,29,1.7
1075,Vorfahrt gewähren,0.7833373,29,1.75
1076,Ausschließlich rechts,0.99917644,29,1.8
1077,Zulässige Höchstgeschwindigkeit (70),0.57660615,29,1.85
1078,Zulässige Höchstgeschwindigkeit (30),0.77417862,29,1.9
1079,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.43363479,29,1.95
1080,Ende aller Streckenverbote,0.87425357,30,0.0
1081,Ende aller Streckenverbote,0.86225349,30,0.05
1082,Ende aller Streckenverbote,0.8206259,30,0.1
1083,Ende aller Streckenverbote,0.923343,30,0.15
1084,Ende aller Streckenverbote,0.97270602,30,0.2
1085,Ende aller Streckenverbote,0.90500385,30,0.25
1086,Ende aller Streckenverbote,0.76331276,30,0.3
1087,Vorfahrt,0.85386723,30,0.35
1088,Ende aller Streckenverbote,0.54680067,30,0.4
1089,Vorfahrt,0.65897065,30,0.45
1090,Vorfahrt,0.93373156,30,0.5
1091,Vorfahrt,0.97540492,30,0.55
1092,Vorfahrt,0.98363346,30,0.6
1093,Baustelle,0.58489639,30,0.65
1094,Vorfahrt,0.66150773,30,0.7
1095,Vorfahrt,0.86761022,30,0.75
1096,Vorfahrt,0.8856135,30,0.8
1097,Vorfahrt gewähren,0.82351172,30,0.85
1098,Baustelle,0.9995172,30,0.9
1099,Verbot für Fahrzeuge aller Art,0.63177681,30,0.95
1100,Vorfahrt,0.98020154,30,1.0
1101,Ausschließlich rechts,0.71349585,30,1.05
1102,Zulässige Höchstgeschwindigkeit (30),0.51357722,30,1.1
1103,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.79792213,30,1.15
1104,Fahrradfahrer,0.86582106,30,1.2
1105,Zulässige Höchstgeschwindigkeit (70),0.99827576,30,1.25
1106,Baustelle,0.49577576,30,1.3
1107,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.68146276,30,1.35
1108,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,30,1.4
1109,Ende aller Streckenverbote,0.28676426,30,1.45
1110,Baustelle,0.092164,30,1.5
1111,Zulässige Höchstgeschwindigkeit (30),0.99986923,30,1.55
1112,Baustelle,0.99990928,30,1.6
1113,Rechts vorbei,0.99844486,30,1.65
1114,Vorfahrt gewähren,0.99817204,30,1.7
1115,Einmalige Vorfahrt,0.95837426,30,1.75
1116,Einmalige Vorfahrt,0.79873139,30,1.8
1117,Vorfahrt gewähren,0.57485074,30,1.85
1118,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,30,1.9
1119,Verbot für Fahrzeuge aller Art,0.24571636,30,1.95
1120,Ende aller Streckenverbote,0.93206412,31,0.0
1121,Ende aller Streckenverbote,0.94382203,31,0.05
1122,Ende aller Streckenverbote,0.84106338,31,0.1
1123,Ende aller Streckenverbote,0.6613453,31,0.15
1124,Ende aller Streckenverbote,0.9159233,31,0.2
1125,Ende aller Streckenverbote,0.88877285,31,0.25
1126,Ende aller Streckenverbote,0.74595779,31,0.3
1127,Vorfahrt,0.90047461,31,0.35
1128,Ende aller Streckenverbote,0.46091095,31,0.4
1129,Vorfahrt,0.99659216,31,0.45
1130,Vorfahrt,0.54369199,31,0.5
1131,Verbot für Fahrzeuge aller Art,0.98176318,31,0.55
1132,Vorfahrt,0.45641106,31,0.6
1133,Vorfahrt,0.63382423,31,0.65
1134,Verbot für Fahrzeuge aller Art,0.50714791,31,0.7
1135,Vorfahrt,0.99959165,31,0.75
1136,Verbot für Fahrzeuge aller Art,0.99498534,31,0.8
1137,Verbot für Fahrzeuge aller Art,0.98275071,31,0.85
1138,Vorfahrt,0.98513931,31,0.9
1139,Vorfahrt,0.55585873,31,0.95
1140,Vorfahrt gewähren,0.98651159,31,1.0
1141,Zulässige Höchstgeschwindigkeit (50),0.99995339,31,1.05
1142,Zulässige Höchstgeschwindigkeit (70),0.44570214,31,1.1
1143,Vorfahrt gewähren,0.61561447,31,1.15
1144,Vorfahrt gewähren,0.7517485,31,1.2
1145,Einmalige Vorfahrt,0.99129105,31,1.25
1146,Baustelle,0.82336932,31,1.3
1147,Verbot der Einfahrt,0.97804981,31,1.35
1148,Vorfahrt,0.80780125,31,1.4
1149,Zulässige Höchstgeschwindigkeit (70),0.98885322,31,1.45
1150,Verbot für Fahrzeuge aller Art,0.19290143,31,1.5
1151,Ausschließlich geradeaus,0.60225731,31,1.55
1152,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,31,1.6
1153,Vorfahrt gewähren,0.99998915,31,1.65
1154,Einmalige Vorfahrt,0.99997795,31,1.7
1155,Zulässige Höchstgeschwindigkeit (30),0.59713769,31,1.75
1156,Vorfahrt gewähren,0.34796676,31,1.8
1157,Einmalige Vorfahrt,0.33156362,31,1.85
1158,Verbot der Einfahrt,0.9999032,31,1.9
1159,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,31,1.95
1160,Ende aller Streckenverbote,0.90476245,32,0.0
1161,Ende aller Streckenverbote,0.75796849,32,0.05
1162,Ende aller Streckenverbote,0.89378774,32,0.1
1163,Ende aller Streckenverbote,0.72825134,32,0.15
1164,Ende aller Streckenverbote,0.95015979,32,0.2
1165,Ende aller Streckenverbote,0.99008268,32,0.25
1166,Ende aller Streckenverbote,0.69282556,32,0.3
1167,Vorfahrt,0.51321954,32,0.35
1168,Ende aller Streckenverbote,0.50037503,32,0.4
1169,Ende aller Streckenverbote,0.59422976,32,0.45
1170,Vorfahrt,0.33384302,32,0.5
1171,Fahrradfahrer,0.34264427,32,0.55
1172,Vorfahrt,0.64058739,32,0.6
1173,Rechts vorbei,0.98179525,32,0.65
1174,Vorfahrt gewähren,0.76895356,32,0.7
1175,Vorfahrt gewähren,0.91012782,32,0.75
1176,Vorfahrt,0.70037615,32,0.8
1177,Verbot für Fahrzeuge aller Art,0.48247957,32,0.85
1178,Verbot für Fahrzeuge aller Art,0.99721897,32,0.9
1179,Wildwechsel,0.92028022,32,0.95
1180,Vorfahrt,0.97033072,32,1.0
1181,Vorfahrt,0.98190022,32,1.05
1182,Vorfahrt,0.99235475,32,1.1
1183,Vorfahrt,0.80094403,32,1.15
1184,Baustelle,0.92784822,32,1.2
1185,Unebene Fahrbahn,0.99685127,32,1.25
1186,Vorfahrt gewähren,0.99081099,32,1.3
1187,Vorfahrt,0.98394752,32,1.35
1188,Baustelle,0.97412103,32,1.4
1189,Zulässige Höchstgeschwindigkeit (50),0.62951303,32,1.45
1190,Gefahrenstelle,0.88876474,32,1.5
1191,Verbot für Fahrzeuge aller Art,0.35806304,32,1.55
1192,Baustelle,0.12478749,32,1.6
1193,Zulässige Höchstgeschwindigkeit (70),0.99999678,32,1.65
1194,Vorfahrt gewähren,0.99773103,32,1.7
1195,Baustelle,0.82457066,32,1.75
1196,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.89452076,32,1.8
1197,Rechts vorbei,0.89464808,32,1.85
1198,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.13368413,32,1.9
1199,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.20153601,32,1.95
